-0.29574078	0.18817899	0.07338421	0.041528802	0.33935553	0.015619431	0.0592432	0.3807003	-0.06914256	0.32104555	-0.14948258	-0.060763463	-0.049584027	0.19009048	-0.20295094	0.13516685
-0.16064084	-0.12933248	0.18246403	0.46127772	0.1679272	0.16144955	0.025119707	0.6709615	-0.40345865	0.5816743	-0.5450619	0.20978615	-0.37917063	0.12179015	0.123385444	0.35367674
-0.2013758	0.28367352	0.10647569	-0.24906954	0.51682544	0.0961207	0.08527839	0.20041732	0.12975037	0.10400262	0.046191014	-0.27289075	0.15955138	0.13718294	-0.3463151	0.07816003
-0.15190881	0.23232251	-0.099040374	-0.0895449	0.3910753	0.020409713	0.018308418	0.047443986	0.18699698	0.14768617	0.031734258	0.020768847	0.026266636	0.09280129	-0.095061004	0.055468146
-0.10909894	0.15608113	-0.07036012	-0.085955255	0.3078504	-0.13031225	0.06724045	0.09623945	0.12010569	0.06558406	0.10453209	-0.13121134	0.03287876	0.12061604	-0.03392213	-0.079051666
-0.32186925	0.4963035	0.25683486	-0.56333613	0.45385835	-0.086551666	0.075547084	-0.3197371	0.15427482	-0.27770305	0.30551106	-0.45607528	0.501166	0.07858005	-0.66988724	-0.22798122
-0.1826185	-0.014080493	0.1249257	0.15937546	0.26567283	0.09876708	-0.044000898	0.42402732	-0.22715189	0.37314436	-0.25979605	0.113092914	-0.14762703	0.03662954	-0.1231982	0.2508143
-0.25219414	0.01869031	0.124271296	0.035007294	0.14312622	-0.08424452	-0.026729874	0.32427397	-0.12898956	0.26253232	-0.13037953	-0.026988238	-0.019965973	0.06800327	-0.12230539	0.03383967
-0.40325052	0.43870443	0.14920473	-0.6125449	-0.21622421	-0.3390711	0.24849597	-0.11670403	0.21789093	-0.41182643	0.50335324	-0.59757483	0.5878998	-0.07707561	-0.6264605	-0.46936294
-0.17985152	0.09501435	0.11532197	-0.012369349	0.2447397	0.02530332	-0.047774103	0.2371577	-0.10419295	0.26666504	-0.12193297	-0.03954232	0.011908345	0.040034503	-0.20972818	0.09267181
-0.35923687	0.2829257	0.4662025	0.34828308	0.025055807	-0.3545843	-0.3345128	0.14394003	-0.56686866	0.5400014	-0.46366957	0.28748706	-0.11100636	-0.3133999	-0.28160858	0.29011592
-0.4768387	0.068776585	0.42483294	-0.03515173	-0.60136646	-0.5236208	0.094544016	0.3143663	-0.5178014	0.023270601	0.1217851	-0.31015438	0.2124891	-0.28918576	-0.20879759	-0.430061
-0.20129022	0.12841502	-0.18353422	-0.18266611	0.10654903	-0.20836169	0.2089383	-0.18465672	0.32373872	-0.21301186	0.4081944	-0.19673459	0.19914557	0.050813146	-0.009189787	-0.42471108
0.056648992	-0.20905346	-0.0316647	0.21828955	0.27585277	0.3035545	0.132796	0.53488153	-0.09504849	0.282621	-0.26965877	0.09631765	-0.27496594	0.27469078	0.122103244	0.1798202
0.37545857	-0.37285474	-0.408807	0.5208812	0.42944577	0.4089088	0.21915337	0.31943983	0.3414642	0.48019183	-0.41705716	0.48496577	-0.4987811	0.38772365	0.50433034	0.4456704
0.0051728957	-0.33238983	0.00998512	0.4873922	-0.17516185	0.008847984	0.33311477	0.6784233	-0.20830587	0.5323923	-0.4074377	0.10381421	-0.35848272	0.23063843	0.3000163	0.18684633
0.16170245	-0.32877204	-0.25771606	0.2005722	-0.057459008	0.081588626	0.45877305	0.47995389	0.20511025	0.16416545	-0.06370987	-0.041595202	-0.25420704	0.27996758	0.32869107	-0.045339875
0.18459211	-0.071984604	-0.3195093	0.13410416	0.48723647	0.39957902	0.19230275	0.24815477	0.24713942	0.20555532	-0.12465892	0.07447016	-0.18147281	0.338245	0.16394277	0.19982186
0.19713731	0.5515818	-0.30435842	-0.35663167	1.1979434	0.8545499	-0.109430194	-0.59424895	0.52046406	-0.08630757	0.048683506	-0.047937464	0.2284606	0.41289657	-0.51956624	0.5320253
-0.31967512	0.4296864	0.06496409	0.04560446	0.34667906	-0.19117223	-0.3495783	-0.30225858	-0.18422194	0.10505488	0.006526829	0.16405702	0.04856465	-0.2092908	-0.019920519	0.05754369
-0.35621643	0.44188827	0.20417577	-0.0033009308	0.27402508	-0.24603026	-0.36509752	-0.26976097	-0.28574118	0.14872502	0.0008798457	0.13993342	0.16178101	-0.26843753	-0.25047565	0.056006126
-0.083065845	-0.012531334	0.077303804	-0.32896632	-0.18504474	0.093549624	0.2691094	0.3760682	0.11936966	-0.15967783	0.089821115	-0.46438527	0.1290799	0.21570168	-0.39972422	-0.18091626
-0.13294569	-0.21614583	0.27647877	0.15139009	-0.53240925	-0.19420773	0.34513864	0.59948564	-0.5594908	0.29396236	-0.2977011	-0.16473375	-0.08257391	0.04526593	-0.003314066	-0.19318292
-0.1828421	0.15568906	0.24004066	0.15253009	0.24372314	0.041918166	-0.1330711	0.25966626	-0.27317318	0.3912363	-0.33428308	0.014292361	-0.16022748	-0.03590449	-0.25586417	0.3018332
0.0012070645	0.00015496073	-0.006996432	-0.07663952	0.19987157	0.18608648	0.0906093	0.20610444	0.09797317	0.06514583	-0.0123030655	-0.11912003	-0.062991284	0.16825879	-0.09493251	0.055051517
-0.45881018	0.34975243	0.35721073	-0.3547342	-0.37654287	-0.454002	-0.06709014	-0.0627041	-0.1930249	-0.26837206	0.3196454	-0.4143308	0.4178215	-0.3129272	-0.35353452	-0.46830368
-0.12114174	0.17461182	-0.1551622	-0.22317557	0.090777956	-0.17113861	0.198769	-0.081620306	0.17014687	-0.22945058	0.3994607	-0.22081055	0.2163814	0.057963558	-0.053499717	-0.31616026
0.16114818	-0.6954225	0.65601516	0.6757211	-1.175404	-0.1972303	0.87520605	0.96211535	-1.0159376	0.46490836	-0.7540171	-0.80507696	-0.50592864	0.3037046	0.24223638	-0.5525362
-0.102072015	0.012373885	0.20689622	0.20838921	0.3276938	0.09243959	-0.16073287	0.13524105	-0.2143896	0.38184133	-0.37365133	0.17403303	-0.25840428	0.031651333	-0.074382484	0.3845345
